SERIES,DESCRIPTION,,,,,,,,,,,,,
XUDLBK23,Spot exchange rate - Cyprus Pound into Euro,,,,,,,,,,,,,
XUDLBK26,Spot exchange rate - Czech Koruna into Euro,,,,,,,,,,,,,
XUDLBK29,Spot exchange rate - Estonian Kroon into Euro,,,,,,,,,,,,,
XUDLBK34,Spot exchange rate - Hungarian Forint into Euro,,,,,,,,,,,,,
XUDLBK37,Spot exchange rate - Lithuanian Litas into Euro,,,,,,,,,,,,,
XUDLBK42,Spot exchange rate - Latvian Lats into Euro,,,,,,,,,,,,,
Currency joined the Euro on 01/01/2014,,,,,,,,,,,,,,
XUDLBK45,Spot exchange rate - Maltese Lira into Euro,,,,,,,,,,,,,
XUDLBK48,Spot exchange rate - Polish Zloty into Euro,,,,,,,,,,,,,
XUDLBK53,Spot exchange rate - Slovenian Tolar into Euro,,,,,,,,,,,,,
XUDLBK56,Spot exchange rate - Slovak Koruna into Euro,,,,,,,,,,,,,
XUDLBK63,Spot exchange rate - Japanese Yen into Euro,,,,,,,,,,,,,
XUDLBK68,Spot exchange rate - Swiss Franc into Euro,,,,,,,,,,,,,
XUDLBK76,Spot exchange rate - Danish Krone into Euro,,,,,,,,,,,,,
XUDLSER,Spot exchange rate - Sterling into Euro,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DATE,XUDLBK23,XUDLBK26,XUDLBK29,XUDLBK34,XUDLBK37,XUDLBK42,XUDLBK45,XUDLBK48,XUDLBK53,XUDLBK56,XUDLBK63,XUDLBK68,XUDLBK76,XUDLSER
17-Nov-06,0.5776,28.025,15.6465,258.46,3.4529,0.6982,0.4292,3.811,239.65,35.6695,150.96,1.5958,7.4579,0.6771
20-Nov-06,0.5776,27.943,15.6465,257.32,3.4529,0.6981,0.4293,3.8011,239.655,35.565,151.47,1.5926,7.4571,0.6755
21-Nov-06,0.5777,27.93,15.6465,256.93,3.4529,0.6978,0.4294,3.8025,239.66,35.534,151.23,1.5921,7.4558,0.6754
22-Nov-06,0.5777,27.928,15.6465,258.25,3.4529,0.6974,0.4294,3.8158,239.67,35.678,150.85,1.5887,7.4559,0.6758
23-Nov-06,0.578,27.953,15.6465,258.86,3.4529,0.6974,0.4293,3.8213,239.675,35.639,150.41,1.5847,7.4544,0.6763
24-Nov-06,0.5779,28.005,15.6465,259.64,3.4529,0.6978,0.4293,3.8354,239.68,35.692,151.68,1.5841,7.4539,0.6776
27-Nov-06,0.578,28.015,15.6465,257.83,3.4529,0.6977,0.4291,3.824,239.69,35.596,152.36,1.5859,7.455,0.6775
28-Nov-06,0.5783,28.015,15.6465,257.28,3.4529,0.6977,0.4293,3.8298,239.68,35.568,152.87,1.5889,7.4544,0.6753
29-Nov-06,0.5778,27.978,15.6465,257.23,3.4529,0.6978,0.4291,3.8205,239.68,35.465,152.79,1.5905,7.4537,0.6747
30-Nov-06,0.5781,27.963,15.6465,256.5,3.4529,0.6979,0.4292,3.8165,239.68,35.62,153.29,1.5882,7.455,0.6739
01-Dec-06,0.5782,27.978,15.6465,255.95,3.4529,0.6978,0.4319,3.8142,239.68,35.521,153.59,1.5899,7.4544,0.6733
04-Dec-06,0.5783,28.018,15.6465,255.72,3.4529,0.6979,0.4293,3.8085,239.68,35.507,153.8,1.5922,7.4573,0.6733
05-Dec-06,0.5781,28.02,15.6465,255.33,3.4529,0.6984,0.4293,3.8105,239.68,35.513,153.16,1.5871,7.4559,0.6752
06-Dec-06,0.5782,27.995,15.6465,255.72,3.4529,0.6986,0.4292,3.8105,239.68,35.47,153.01,1.5875,7.4561,0.6759
07-Dec-06,0.5782,27.974,15.6465,256.05,3.4529,0.6986,0.4293,3.8131,239.68,35.472,153.13,1.5886,7.4549,0.6769
08-Dec-06,0.5781,27.941,15.6465,256.14,3.4529,0.6985,0.4293,3.829,239.68,35.3625,153.79,1.5893,7.4562,0.6771
11-Dec-06,0.5779,27.932,15.6465,255.59,3.4529,0.6979,0.4294,3.8197,239.68,35.08,154.69,1.5907,7.455,0.6763
12-Dec-06,0.5782,27.886,15.6465,253.65,3.4527,0.6969,0.4294,3.8064,239.69,34.8275,155.01,1.5917,7.455,0.6733
13-Dec-06,0.5764,27.888,15.6465,252.6,3.4529,0.6976,0.4293,3.7933,239.69,34.735,155.05,1.5942,7.4527,0.6722
14-Dec-06,0.5782,27.698,15.6465,252.35,3.4529,0.6976,0.4295,3.781,239.66,34.785,154.93,1.5986,7.454,0.6711
15-Dec-06,0.5781,27.673,15.6465,253.28,3.4529,0.6975,0.4292,3.7921,239.65,34.83,154.07,1.5986,7.4543,0.6706
18-Dec-06,0.5781,27.735,15.6465,252.94,3.4529,0.6974,0.4294,3.7978,239.66,34.903,154.35,1.6003,7.4534,0.6715
19-Dec-06,0.5779,27.683,15.6465,253.82,3.4529,0.6974,0.4292,3.821,239.655,34.85,155.54,1.6023,7.4534,0.6709
20-Dec-06,0.578,27.483,15.6465,252.26,3.4529,0.6977,0.4291,3.8005,239.67,34.61,156.03,1.6046,7.4542,0.6708
21-Dec-06,0.5779,27.572,15.6465,252.25,3.4529,0.6977,0.4293,3.8104,239.675,34.5675,155.93,1.6027,7.4548,0.671
22-Dec-06,0.578,27.598,15.6465,253.37,3.4529,0.6975,0.4294,3.8238,239.66,34.38,156.31,1.6029,7.4545,0.6712
27-Dec-06,0.578,27.588,15.6465,253.34,3.4529,0.697,0.4294,3.8413,239.675,34.166,155.79,1.6085,7.4551,0.6713
28-Dec-06,0.578,27.522,15.6465,251.93,3.4529,0.6972,0.4294,3.8355,239.655,34.6325,156.4,1.6063,7.457,0.6707
29-Dec-06,0.5783,27.513,15.6465,251.38,3.4529,0.6973,0.4293,3.8295,239.64,34.465,157.12,1.61,7.4545,0.6738
02-Jan-07,0.5782,27.47,15.6465,251.45,3.4529,0.6984,0.4294,3.8266,,34.443,157.77,1.6113,7.4564,0.673
03-Jan-07,0.5783,27.485,15.6465,251.41,3.4529,0.6981,0.4293,3.8304,,34.345,157.51,1.6151,7.4545,0.6758
04-Jan-07,0.5782,27.656,15.6465,253.51,3.4529,0.6978,0.4292,3.8755,,34.52,156.09,1.6111,7.4531,0.6731
05-Jan-07,0.5783,27.641,15.6465,253.52,3.4529,0.6981,0.4294,3.873,,34.455,154.26,1.6089,7.4531,0.674
08-Jan-07,0.5784,27.633,15.6465,252.81,3.4529,0.6981,0.4293,3.8655,,34.425,154.27,1.6093,7.4523,0.6724
09-Jan-07,0.5783,27.665,15.6465,253.78,3.4529,0.698,0.4294,3.8767,,34.45,155.24,1.6138,7.453,0.67
10-Jan-07,0.5782,27.706,15.6465,256.33,3.4529,0.6981,0.4293,3.8845,,34.585,154.87,1.6128,7.4535,0.669
11-Jan-07,0.5783,27.698,15.6465,254.29,3.4529,0.6978,0.4293,3.8716,,34.52,155.26,1.6106,7.4532,0.6639
12-Jan-07,0.5785,27.808,15.6465,253.28,3.4529,0.6978,0.4294,3.8763,,34.85,155.66,1.6129,7.4527,0.6598
15-Jan-07,0.5782,27.763,15.6465,252.39,3.4529,0.6976,0.4293,3.873,,34.82,155.87,1.6139,7.4525,0.6579
16-Jan-07,0.5782,27.81,15.6465,252.95,3.4529,0.6976,0.4294,3.879,,34.93,156.13,1.6143,7.4522,0.6594
17-Jan-07,0.5782,27.865,15.6465,253.16,3.4529,0.6976,0.4294,3.8923,,35.02,156.09,1.6131,7.4524,0.6569
18-Jan-07,0.5784,27.84,15.6465,251.55,3.4529,0.6976,0.4292,3.8614,,34.693,157.11,1.6171,7.454,0.6567
19-Jan-07,0.5784,27.804,15.6465,252.07,3.4529,0.6976,0.4294,3.8508,,34.528,157.13,1.618,7.4543,0.6558
22-Jan-07,0.5784,27.851,15.6465,251.91,3.4529,0.6975,0.4293,3.8497,,34.53,157.54,1.6178,7.454,0.6557
23-Jan-07,0.5785,28.028,15.6465,254.45,3.4529,0.6976,0.4293,3.879,,34.835,158.19,1.6156,7.4546,0.6561
24-Jan-07,0.5784,28.05,15.6465,254.27,3.4529,0.6976,0.4293,3.8845,,35.04,156.84,1.6183,7.4553,0.6596
25-Jan-07,0.5783,28.168,15.6465,255.24,3.4529,0.6974,0.4292,3.9115,,35.223,156.96,1.6155,7.4542,0.6585
26-Jan-07,0.5785,28.129,15.6465,256.48,3.4529,0.6971,0.4295,3.9218,,35.225,156.81,1.6179,7.4542,0.6587
29-Jan-07,0.5785,28.225,15.6465,257.06,3.4529,0.6965,0.4293,3.9375,,35.25,157.7,1.6228,7.4544,0.6607
30-Jan-07,0.5787,28.275,15.6465,257.65,3.4529,0.6965,0.4291,3.931,,35.198,157.47,1.6235,7.4543,0.6606
31-Jan-07,0.5787,28.14,15.6465,255.86,3.4529,0.6964,0.429,3.91,,35.01,157.17,1.6216,7.4564,0.6639
01-Feb-07,0.5788,28.164,15.6465,255.23,3.4529,0.6964,0.4291,3.9011,,34.838,156.93,1.6186,7.4547,0.6609
02-Feb-07,0.5791,28.208,15.6465,255.63,3.4529,0.6967,0.4293,3.9045,,34.843,157.18,1.6171,7.4544,0.6592
05-Feb-07,0.5791,28.113,15.6465,254.45,3.4529,0.6965,0.4293,3.8717,,34.74,155.5,1.6137,7.4538,0.6595
06-Feb-07,0.5789,28.155,15.6465,253.39,3.4529,0.6965,0.4294,3.878,,34.575,156.03,1.6119,7.4539,0.6579
07-Feb-07,0.5791,28.168,15.6465,253.03,3.4529,0.6964,0.4293,3.8708,,34.5325,157.06,1.6135,7.4527,0.6607
08-Feb-07,0.579,28.275,15.6465,253.52,3.4529,0.6965,0.4293,3.8872,,34.625,157.98,1.624,7.4533,0.6657
09-Feb-07,0.5791,28.255,15.6465,253.08,3.4529,0.6965,0.4294,3.8961,,34.575,158.17,1.6245,7.4534,0.6671
12-Feb-07,0.5793,28.307,15.6465,254.59,3.4529,0.6966,0.4294,3.9261,,34.66,157.89,1.6236,7.4534,0.6655
13-Feb-07,0.5791,28.215,15.6465,254.13,3.4529,0.6964,0.4294,3.9217,,34.3925,157.86,1.6264,7.4533,0.6698
14-Feb-07,0.5791,28.262,15.6465,252.38,3.4529,0.6971,0.4287,3.9065,,34.305,158.52,1.6284,7.4534,0.6694
15-Feb-07,0.5791,28.263,15.6465,252.59,3.4529,0.697,0.4291,3.9128,,34.345,157.03,1.6238,7.4544,0.6726
16-Feb-07,0.5793,28.255,15.6465,251.98,3.4529,0.6969,0.4295,3.8995,,34.291,156.58,1.6217,7.4552,0.673
19-Feb-07,0.5791,28.091,15.6465,251.52,3.4529,0.7076,0.4293,3.893,,34.23,157.31,1.6212,7.4553,0.6748
20-Feb-07,0.5792,28.169,15.6465,252.48,3.4529,0.7076,0.4295,3.8932,,34.315,157.99,1.6254,7.456,0.6721
21-Feb-07,0.5791,28.261,15.6465,252.1,3.4529,0.7072,0.4293,3.8878,,34.36,158.87,1.6265,7.4556,0.6726
22-Feb-07,0.5791,28.245,15.6465,252.14,3.4529,0.7046,0.4293,3.8783,,34.365,159.18,1.628,7.4554,0.6713
23-Feb-07,0.5793,28.356,15.6465,252.33,3.4529,0.7058,0.4291,3.8815,,34.3685,159.43,1.623,7.4544,0.6708
26-Feb-07,0.5793,28.427,15.6465,252.38,3.4529,0.7057,0.4294,3.896,,34.388,158.76,1.6216,7.4537,0.6709
27-Feb-07,0.5795,28.394,15.6465,254.37,3.4529,0.7043,0.4294,3.9025,,34.455,157.26,1.6175,7.4528,0.6738
28-Feb-07,0.5798,28.242,15.6465,255.06,3.4529,0.7067,0.4294,3.9129,,34.445,156.51,1.6132,7.4518,0.674
01-Mar-07,0.5796,28.12,15.6465,254.85,3.4529,0.707,0.4294,3.9008,,34.38,154.85,1.6096,7.4514,0.6724
02-Mar-07,0.5793,28.165,15.6465,253.35,3.4529,0.7085,0.4292,3.8921,,34.315,154.12,1.6066,7.4483,0.6774
05-Mar-07,0.5794,28.144,15.6465,253.68,3.4529,0.7061,0.4276,3.913,,34.39,151.97,1.6006,7.4477,0.6802
06-Mar-07,0.5793,28.133,15.6465,253.25,3.4529,0.7085,0.4288,3.9,,34.333,152.37,1.603,7.4483,0.6807
07-Mar-07,0.5794,28.148,15.6465,252.17,3.4529,0.7088,0.4293,3.894,,34.139,153.23,1.6051,7.448,0.681
08-Mar-07,0.5796,28.15,15.6465,251.05,3.4529,0.7088,0.4292,3.8743,,34.1125,154.02,1.6132,7.4484,0.6801
09-Mar-07,0.5795,28.183,15.6465,249.36,3.4529,0.7078,0.4293,3.8701,,34.04,154.88,1.6167,7.4491,0.6788
12-Mar-07,0.5793,28.23,15.6465,249.04,3.4529,0.708,0.4293,3.8797,,34.02,155,1.6149,7.45,0.6835
13-Mar-07,0.5797,28.216,15.6465,249.95,3.4529,0.7081,0.4292,3.8902,,34,154.4,1.6129,7.4505,0.6831
14-Mar-07,0.5791,28.118,15.6465,251.65,3.4529,0.7091,0.4296,3.8992,,33.982,153.87,1.6056,7.4505,0.684
15-Mar-07,0.5796,28.061,15.6465,249.14,3.4529,0.7096,0.4292,3.894,,33.935,155.37,1.6087,7.45,0.6841
16-Mar-07,0.5797,27.852,15.6465,249.08,3.4529,0.7096,0.4293,3.8924,,33.935,155.42,1.6074,7.4488,0.6853
19-Mar-07,0.5797,27.745,15.6465,245.65,3.4529,0.7095,0.4294,3.868,,32.826,156.38,1.6125,7.4479,0.6834
20-Mar-07,0.5799,27.849,15.6465,247.1,3.4529,0.7097,0.4287,3.873,,33.4035,155.93,1.6131,7.4481,0.6788
21-Mar-07,0.5799,27.965,15.6465,247.55,3.4529,0.7096,0.4292,3.871,,33.37,156.79,1.6168,7.4495,0.679
22-Mar-07,0.5804,27.965,15.6465,245.45,3.4529,0.7097,0.4293,3.868,,33.367,157.32,1.6184,7.4504,0.6791
23-Mar-07,0.5803,27.971,15.6465,246.02,3.4529,0.7095,0.4294,3.8698,,33.57,156.74,1.6189,7.4503,0.6776
26-Mar-07,0.5804,27.99,15.6465,247.72,3.4529,0.7096,0.4293,3.8723,,33.65,157.16,1.6188,7.4497,0.6773
27-Mar-07,0.5804,27.992,15.6465,247.8,3.4529,0.71,0.4292,3.8706,,33.43,157.41,1.6191,7.4501,0.6792
28-Mar-07,0.5807,28.039,15.6465,249.7,3.4529,0.7099,0.4293,3.8883,,33.5,155.67,1.6162,7.4498,0.6801
29-Mar-07,0.5803,28.065,15.6465,248.33,3.4529,0.7096,0.4293,3.872,,33.351,157.21,1.6235,7.4504,0.6793
30-Mar-07,0.5807,28.03,15.6465,247.38,3.4529,0.7097,0.4292,3.8589,,33.198,157.16,1.6253,7.4511,0.6787
02-Apr-07,0.581,27.955,15.6465,247.4,3.4529,0.7084,0.4292,3.8538,,33.325,157.57,1.6231,7.4506,0.6762
03-Apr-07,0.581,27.967,15.6465,245.53,3.4529,0.7084,0.4293,3.8474,,33.163,158.83,1.6286,7.4525,0.6759
04-Apr-07,0.581,27.951,15.6465,245.91,3.4529,0.7082,0.4293,3.8486,,33.438,158.64,1.629,7.4541,0.6764
05-Apr-07,0.5808,27.888,15.6465,245.84,3.4529,0.7077,0.4294,3.8364,,33.418,159.28,1.6301,7.4545,0.6814
10-Apr-07,0.5811,27.935,15.6465,245.64,3.4529,0.7056,0.4294,3.8361,,33.3625,160.04,1.6344,7.457,0.6814
11-Apr-07,0.581,27.993,15.6465,245.12,3.4529,0.7055,0.4287,3.8263,,33.39,160.37,1.6373,7.456,0.6791
12-Apr-07,0.5809,27.967,15.6465,245.32,3.4529,0.7058,0.4294,3.8345,,33.435,160.53,1.6395,7.4561,0.6819
13-Apr-07,0.5811,27.969,15.6465,245.43,3.4529,0.7057,0.4295,3.8247,,33.368,161.21,1.643,7.4547,0.6815
16-Apr-07,0.5812,27.936,15.6465,244.9,3.4529,0.703,0.4292,3.819,,33.37,162.33,1.6434,7.4548,0.6808
17-Apr-07,0.5814,27.95,15.6465,245.71,3.4529,0.7043,0.4293,3.8075,,33.365,161.84,1.6414,7.4549,0.6767
18-Apr-07,0.5812,27.989,15.6465,246.44,3.4529,0.7038,0.4293,3.8095,,33.465,160.62,1.6369,7.4533,0.6773
19-Apr-07,0.5812,28.023,15.6465,246.25,3.4529,0.7032,0.4293,3.815,,33.505,160.93,1.6377,7.4525,0.6795
20-Apr-07,0.5818,28.005,15.6465,245.68,3.4529,0.7028,0.4293,3.7875,,33.468,161.6,1.6426,7.4524,0.6784
23-Apr-07,0.5815,28.024,15.6465,245.55,3.4529,0.7015,0.4293,3.784,,33.58,161.07,1.6423,7.452,0.6782
24-Apr-07,0.582,28.057,15.6465,245.95,3.4529,0.6998,0.4293,3.7895,,33.705,161.31,1.6386,7.4518,0.6802
25-Apr-07,0.5822,28.14,15.6465,245.78,3.4529,0.6999,0.4294,3.7764,,33.537,161.84,1.6419,7.451,0.6811
26-Apr-07,0.582,28.118,15.6465,245.8,3.4529,0.6976,0.4291,3.7753,,33.585,162.43,1.6432,7.4503,0.683
27-Apr-07,0.5821,28.141,15.6465,245.87,3.4529,0.6978,0.4292,3.7756,,33.632,163.16,1.6448,7.4505,0.6822
30-Apr-07,0.582,28.159,15.6465,247.59,3.4529,0.6978,0.4293,3.7863,,33.715,163.08,1.6468,7.4514,0.6824
01-May-07,0.5821,28.207,15.6465,248.28,3.4529,0.6978,0.4291,3.7877,,33.723,162.82,1.6511,7.4518,0.6801
02-May-07,0.5825,28.143,15.6465,247.27,3.4529,0.6973,0.4299,3.7669,,33.69,163.3,1.6504,7.4523,0.6831
03-May-07,0.582,28.146,15.6465,246.53,3.4529,0.6967,0.4294,3.7573,,33.611,163.25,1.6476,7.452,0.6824
04-May-07,0.5826,28.165,15.6465,246.33,3.4527,0.6966,0.4294,3.7393,,33.5435,163.37,1.6457,7.4521,0.6821
08-May-07,0.5827,28.293,15.6465,246.34,3.4529,0.6967,0.4275,3.755,,33.655,162.16,1.6483,7.4525,0.6797
09-May-07,0.5831,28.248,15.6465,247.18,3.4529,0.6969,0.4293,3.7478,,33.58,162.23,1.6481,7.452,0.6787
10-May-07,0.5825,28.245,15.6465,249.04,3.4529,0.6965,0.4293,3.7684,,33.615,162.73,1.6489,7.452,0.6815
11-May-07,0.5827,28.267,15.6465,247.87,3.4529,0.6964,0.4293,3.7613,,33.6875,162.41,1.6471,7.4517,0.6821
14-May-07,0.5835,28.284,15.6465,247.34,3.4529,0.6964,0.4291,3.761,,33.538,162.96,1.6515,7.4515,0.6836
15-May-07,0.5835,28.28,15.6465,247.92,3.4529,0.6961,0.4293,3.7802,,33.575,163.52,1.6519,7.4525,0.6853
16-May-07,0.5834,28.143,15.6465,249.33,3.4529,0.6962,0.4294,3.7948,,33.733,163.84,1.6538,7.4531,0.6846
17-May-07,0.5831,28.148,15.6465,250.21,3.4529,0.6963,0.4294,3.7873,,33.745,163.62,1.6547,7.4531,0.6831
18-May-07,0.5832,28.205,15.6465,250.88,3.4529,0.6962,0.4294,3.7924,,33.798,163.57,1.656,7.4531,0.6835
21-May-07,0.5834,28.161,15.6465,248.71,3.4529,0.6964,0.4293,3.7746,,33.706,163.66,1.656,7.4539,0.6834
22-May-07,0.5834,28.218,15.6465,248.1,3.4529,0.696,0.4294,3.784,,33.765,163.47,1.6561,7.4528,0.6818
23-May-07,0.5833,28.264,15.6465,248.1,3.4529,0.6961,0.4293,3.783,,33.76,163.81,1.6531,7.4523,0.6782
24-May-07,0.5833,28.289,15.6465,249.95,3.4529,0.6964,0.4294,3.8148,,33.865,163.15,1.6509,7.4514,0.6767
25-May-07,0.5834,28.32,15.6465,249.74,3.4529,0.6961,0.4293,3.8072,,34.108,163.68,1.6511,7.4513,0.678
29-May-07,0.5831,28.326,15.6465,250.38,3.4529,0.6963,0.4292,3.8243,,34.079,164.14,1.6496,7.4499,0.6804
30-May-07,0.5832,28.324,15.6465,251,3.4529,0.6963,0.4294,3.828,,34.08,163.2,1.6452,7.4491,0.68
31-May-07,0.5834,28.299,15.6465,249.8,3.4529,0.6961,0.4293,3.8153,,33.937,163.9,1.649,7.449,0.6802
01-Jun-07,0.5833,28.3,15.6465,250,3.4529,0.696,0.4294,3.805,,33.858,163.75,1.6519,7.4491,0.6781
04-Jun-07,0.5835,28.37,15.6465,250.36,3.4529,0.6963,0.4288,3.7998,,33.965,164.17,1.6503,7.4477,0.6772
05-Jun-07,0.5835,28.416,15.6465,250.63,3.4529,0.6965,0.4294,3.817,,34.045,164.51,1.6498,7.448,0.6786
06-Jun-07,0.5834,28.409,15.6465,253,3.4529,0.6962,0.4292,3.8322,,34.215,163.33,1.6429,7.4467,0.6775
07-Jun-07,0.5832,28.425,15.6465,253.1,3.4529,0.6963,0.4294,3.8345,,34.295,163.47,1.6476,7.4459,0.6796
08-Jun-07,0.5832,28.46,15.6465,253.75,3.4529,0.6967,0.4293,3.833,,34.355,162.39,1.6484,7.4459,0.679
11-Jun-07,0.5835,28.484,15.6465,253.75,3.4529,0.6963,0.4293,3.8358,,34.263,162.45,1.6545,7.4456,0.6784
12-Jun-07,0.5835,28.515,15.6465,253.38,3.4529,0.696,0.4293,3.8288,,34.248,162.14,1.6542,7.448,0.6747
13-Jun-07,0.5835,28.551,15.6465,252.91,3.4529,0.6962,0.4294,3.8215,,34.265,162.76,1.6549,7.446,0.6744
14-Jun-07,0.5835,28.58,15.6465,251.93,3.4529,0.6964,0.4289,3.8193,,34.2525,163.66,1.6579,7.4453,0.676
15-Jun-07,0.5835,28.56,15.6465,250.23,3.4529,0.6963,0.4293,3.796,,33.934,165.08,1.6609,7.4444,0.6761
18-Jun-07,0.5835,28.585,15.6465,250.03,3.4529,0.6962,0.4293,3.8036,,33.87,165.65,1.663,7.4438,0.6763
19-Jun-07,0.5836,28.605,15.6465,249.26,3.4529,0.6962,0.4291,3.7855,,33.75,165.43,1.6634,7.4451,0.6747
20-Jun-07,0.5837,28.673,15.6465,248,3.4529,0.6963,0.4286,3.781,,33.735,165.93,1.6605,7.4441,0.6733
21-Jun-07,0.5835,28.618,15.6465,248.63,3.4529,0.6962,0.4293,3.7864,,33.798,165.69,1.6623,7.4433,0.6725
22-Jun-07,0.5835,28.694,15.6465,246.6,3.4529,0.6962,0.4293,3.783,,33.7,166.64,1.6567,7.4426,0.6729
25-Jun-07,0.5838,28.694,15.6465,247.17,3.4529,0.6962,0.4293,3.7891,,33.8175,166.47,1.6549,7.4412,0.6738
26-Jun-07,0.5838,28.735,15.6465,247.62,3.4529,0.6962,0.4287,3.7985,,33.91,165.7,1.6534,7.4418,0.6733
27-Jun-07,0.5837,28.585,15.6465,247.3,3.4529,0.6962,0.4293,3.7823,,33.91,164.5,1.6501,7.4428,0.6726
28-Jun-07,0.5838,28.668,15.6465,245.72,3.4529,0.6963,0.4293,3.7641,,33.76,165.58,1.6544,7.4422,0.6724
29-Jun-07,0.584,28.747,15.6465,246.63,3.4529,0.6964,0.4293,3.7625,,33.613,166.8,1.6556,7.4418,0.6731
02-Jul-07,0.5841,28.783,15.6465,245.64,3.4529,0.6963,0.4293,3.7502,,33.515,166.7,1.6509,7.4416,0.6768
03-Jul-07,0.5837,28.74,15.6465,246.23,3.4529,0.6964,0.4293,3.7602,,33.598,166.52,1.6547,7.4416,0.675
04-Jul-07,0.584,28.708,15.6465,245.64,3.4529,0.6962,0.4293,3.7564,,33.49,167.07,1.6573,7.4416,0.676
05-Jul-07,0.5839,28.632,15.6465,246.46,3.4529,0.6965,0.4276,3.7705,,33.485,167.04,1.6563,7.4414,0.6765
06-Jul-07,0.5839,28.635,15.6465,245.76,3.4529,0.6975,0.4292,3.7576,,33.497,167.95,1.6601,7.4409,0.6772
09-Jul-07,0.584,28.637,15.6465,245.4,3.4527,0.6974,0.4293,3.7561,,33.385,168.05,1.658,7.4403,0.6763
10-Jul-07,0.5839,28.594,15.6465,246.29,3.4527,0.697,0.4302,3.7676,,33.3475,167.49,1.6567,7.4396,0.6779
11-Jul-07,0.584,28.336,15.6465,246.7,3.4529,0.6968,0.4293,3.7678,,33.3115,167.85,1.6553,7.439,0.6772
12-Jul-07,0.584,28.249,15.6465,245.74,3.4529,0.6966,0.4293,3.7535,,33.245,168.64,1.6579,7.4416,0.6787
13-Jul-07,0.5844,28.175,15.6465,245.65,3.4529,0.697,0.4292,3.7553,,33.205,168.39,1.6577,7.4413,0.6777
16-Jul-07,0.5843,28.238,15.6465,245.52,3.4529,0.6972,0.4294,3.7485,,33.115,168.13,1.6574,7.4411,0.6764
17-Jul-07,0.5844,28.27,15.6465,245.62,3.4529,0.6971,0.4294,3.749,,33.1855,168.48,1.6571,7.441,0.6742
18-Jul-07,0.5843,28.243,15.6465,246.03,3.4529,0.6968,0.4293,3.7563,,33.205,168.22,1.6557,7.4412,0.6728
19-Jul-07,0.5843,28.257,15.6465,245.39,3.4529,0.6971,0.4292,3.7528,,33.1175,168.65,1.6599,7.441,0.6743
20-Jul-07,0.5841,28.226,15.6465,246.05,3.4529,0.6975,0.4294,3.7677,,33.1525,167.69,1.6605,7.4409,0.6732
23-Jul-07,0.5844,28.185,15.6465,245.8,3.4529,0.697,0.4293,3.7609,,33.0395,167.68,1.6665,7.4407,0.6714
24-Jul-07,0.5842,28.175,15.6465,246.52,3.4529,0.6972,0.4293,3.7749,,33.1275,166.81,1.6652,7.4407,0.6707
25-Jul-07,0.5842,28.146,15.6465,247.43,3.4529,0.6967,0.4263,3.7935,,33.233,164.8,1.6646,7.4409,0.6687
26-Jul-07,0.5844,28.074,15.6465,249.65,3.4529,0.6967,0.4295,3.8016,,33.3725,163.69,1.6585,7.4409,0.6704
27-Jul-07,0.5842,28.059,15.6465,252.33,3.4529,0.6966,0.4279,3.802,,33.395,162.23,1.6511,7.4409,0.6725
30-Jul-07,0.5842,28.057,15.6465,252.2,3.4529,0.6968,0.4288,3.7904,,33.46,162.08,1.6443,7.4409,0.6759
31-Jul-07,0.5841,28.034,15.6465,251.4,3.4529,0.6964,0.4294,3.7904,,33.352,163.02,1.6474,7.4408,0.6737
01-Aug-07,0.5844,27.989,15.6465,252.25,3.4529,0.6967,0.4288,3.7975,,33.458,162.13,1.6426,7.441,0.6739
02-Aug-07,0.5842,28.024,15.6465,251.22,3.4529,0.6966,0.4293,3.7884,,33.377,162.71,1.6491,7.4421,0.6727
03-Aug-07,0.584,28.041,15.6465,251.77,3.4529,0.697,0.4294,3.7955,,33.43,162.95,1.645,7.4424,0.6752
06-Aug-07,0.5844,28.073,15.6465,252.02,3.4529,0.6968,0.429,3.7935,,33.435,162.52,1.6358,7.443,0.6791
07-Aug-07,0.5843,28.113,15.6465,251.03,3.4529,0.6965,0.4293,3.7861,,33.45,162.98,1.6416,7.4434,0.681
08-Aug-07,0.5843,28.168,15.6465,248.94,3.4529,0.6964,0.4294,3.7688,,33.242,165.33,1.6494,7.4428,0.6779
09-Aug-07,0.5841,28.113,15.6465,250.08,3.4529,0.6978,0.4294,3.7696,,33.45,162.61,1.6391,7.4429,0.6751
10-Aug-07,0.5844,28.036,15.6465,253.23,3.4529,0.6982,0.4293,3.778,,33.453,161.1,1.6358,7.4427,0.6773
13-Aug-07,0.5843,28.001,15.6465,252.7,3.4529,0.7011,0.4285,3.7761,,33.42,161.16,1.6421,7.4427,0.6768
14-Aug-07,0.5842,27.984,15.6465,256.05,3.4529,0.6993,0.429,3.8065,,33.515,160.04,1.6402,7.4418,0.6786
15-Aug-07,0.5842,27.869,15.6465,256.63,3.4529,0.6966,0.4257,3.8161,,33.625,157.94,1.6401,7.4417,0.6765
16-Aug-07,0.5842,27.563,15.6465,260.43,3.4529,0.6981,0.4292,3.834,,33.785,153.09,1.6328,7.4416,0.6763
17-Aug-07,0.5842,27.734,15.6465,258.68,3.4529,0.6975,0.4296,3.8285,,33.695,153.74,1.6263,7.4409,0.6804
20-Aug-07,0.5843,27.64,15.6465,258.62,3.4529,0.6975,0.4282,3.8355,,33.713,154.79,1.6269,7.4409,0.6789
